"row","math_score","WEALTH","ST28Q01"
"631",449.778613157895,1.32,"More than 500 books"
"632",435.068986842105,1.95,"0-10 books "
"633",540.065678947368,2.05,"101-200 books "
"634",309.401778947368,0.0600000000000001,"11-25 books "
"635",446.400486842105,0.73,"0-10 books "
"636",315.198707894737,-0.31,"11-25 books "
"637",466.410984210526,2.43,"11-25 books "
"638",578.848565789474,2.31,"26-100 books "
"639",630.992286842105,1.8,"26-100 books "
"640",288.202376315789,1.72,"11-25 books "
"641",586.16647631579,1.39,"201-500 books "
"642",620.005168421053,0.76,"26-100 books "
"643",457.502394736842,1.05,"101-200 books "
"644",393.170363157895,0.83,"26-100 books "
"645",521.268689473684,0.84,"26-100 books "
"646",418.678507894737,0.52,"0-10 books "
"647",400.980234210526,5.08,"26-100 books "
"648",365.813260526316,1.37,"11-25 books "
"649",388.472123684211,0.82,"0-10 books "
"650",473.388623684211,1.46,"0-10 books "
"651",348.676631578947,-2.04,"0-10 books "
"652",712.153481578947,2.17,"201-500 books "
"653",351.259426315789,1.19,"0-10 books "
"654",213.904031578947,0.26,"0-10 books "
"655",384.975113157895,3,"26-100 books "
"656",671.501139473684,1.89,"26-100 books "
"657",581.197681578947,-0.04,"26-100 books "
"658",583.214718421053,1.8,"101-200 books "
"659",359.302965789474,-0.0600000000000001,"11-25 books "
"660",414.742834210526,-1.16,"11-25 books "
"661",370.995226315789,3.32,"11-25 books "
"662",554.230034210526,1.46,"26-100 books "
"663",440.857742105263,1.73,"26-100 books "
"664",587.580855263158,2.92,"More than 500 books"
"665",645.271442105263,-0.3,"0-10 books "
"666",604.373118421053,2.76,"26-100 books "
"667",388.636121052632,0.75,"26-100 books "
"668",486.499376315789,1.81,"26-100 books "
"669",253.129684210526,0.73,"0-10 books "
"670",354.338273684211,-0.75,"11-25 books "
"671",397.097839473684,1.11,"26-100 books "
"672",478.919089473684,3.46,"201-500 books "
"673",526.012005263158,2.07,"26-100 books "
"674",316.260518421053,1.14,"0-10 books "
"675",294.905339473684,2.51,"11-25 books "
"676",505.870318421053,2.82,"26-100 books "
"677",493.636892105263,2.57,"201-500 books "
"678",428.49722368421,2.77,"26-100 books "
"679",489.336342105263,2.78,"26-100 books "
"680",321.520405263158,-0.93,"0-10 books "
"681",349.763042105263,0.75,"101-200 books "
"682",360.266386842105,2.57,"0-10 books "
"683",325.505294736842,0.31,"0-10 books "
"684",475.639344736842,1.85,"101-200 books "
"685",446.511173684211,1.2,"201-500 books "
"686",396.946142105263,1.25,"0-10 books "
"687",474.286442105263,0.88,"0-10 books "
"688",407.129739473684,1.64,"26-100 books "
"689",524.392631578947,2.51,"101-200 books "
"690",544.107952631579,2.44,"101-200 books "
"691",574.482413157895,3.87,"101-200 books "
"692",425.643855263158,0.72,"26-100 books "
"693",611.670528947368,5.02,"More than 500 books"
"694",443.124844736842,1.92,"0-10 books "
"695",555.275452631579,1.4,"101-200 books "
"696",604.680602631579,2.78,"More than 500 books"
"697",388.398339473684,-0.19,"11-25 books "
"698",511.937836842105,1.81,"0-10 books "
"699",320.880852631579,-0.37,"0-10 books "
"700",536.773636842105,3.79,"26-100 books "
"701",712.038686842105,1.96,"201-500 books "
"702",475.065392105263,1.1,"More than 500 books"
"703",359.864639473684,2.91,"101-200 books "
"704",406.473784210526,1.05,"11-25 books "
"705",246.939186842105,-0.84,"11-25 books "
"706",505.812921052632,0.83,"0-10 books "
"707",491.2017,1.04,"26-100 books "
"708",506.272081578947,2.45,"11-25 books "
"709",444.244068421053,2.53,"26-100 books "
"710",319.888739473684,0.84,"0-10 books "
"711",337.992876315789,3.75,"101-200 books "
"712",530.948007894737,0.2,"26-100 books "
"713",222.115681578947,4.85,"26-100 books "
"714",593.090821052632,2.05,"26-100 books "
"715",571.063284210526,2.87,"11-25 books "
"716",426.504781578947,1.65,"11-25 books "
"717",506.858342105263,2.05,"101-200 books "
"718",725.059234210526,1.57,"26-100 books "
"719",357.261339473684,0.56,"0-10 books "
"720",560.285255263158,2.27,"26-100 books "
"721",428.780102631579,1.12,"11-25 books "
"722",430.132994736842,1.49,"26-100 books "
"723",478.246726315789,2.13,"11-25 books "
"724",333.852210526316,3.27,"101-200 books "
"725",354.658039473684,2.16,"11-25 books "
"726",350.521481578947,0.32,"26-100 books "
"727",495.457152631579,2.65,"101-200 books "
"728",447.413107894737,3.14,"201-500 books "
"729",420.970228947368,-1,"0-10 books "
"730",587.535771052632,1.4,"26-100 books "
"731",499.765902631579,3.99,"11-25 books "
"732",439.234265789474,1.86,"26-100 books "
"733",588.298307894737,1.83,"0-10 books "
"734",403.054665789474,1.11,"26-100 books "
"735",525.433942105263,4.96,"11-25 books "
"736",578.016331578947,0.85,"11-25 books "
"737",406.645978947368,-0.9,"0-10 books "
"738",471.170705263158,0.84,"0-10 books "
"739",432.055744736842,1.25,"26-100 books "
"740",532.141018421053,1.55,"26-100 books "
"741",551.241373684211,2.91,"101-200 books "
"742",476.053407894737,3.72,"11-25 books "
"743",367.703202631579,-1.67,"11-25 books "
"744",426.01692368421,1.49,"11-25 books "
"745",434.257263157895,3.2,"101-200 books "
"746",481.883144736842,-0.04,"0-10 books "
"747",429.091684210526,0.85,"101-200 books "
"748",515.807928947368,4.9,"201-500 books "
"749",610.436536842105,2.05,"201-500 books "
"750",625.457723684211,2.59,"201-500 books "
"751",477.959752631579,1.95,"26-100 books "
"752",378.624721052632,5.09,"More than 500 books"
"753",532.985547368421,2.78,"26-100 books "
"754",472.605584210526,1.05,"0-10 books "
"755",532.825652631579,0.42,"0-10 books "
"756",518.198031578947,1.54,"101-200 books "
"757",610.772707894737,3.19,"101-200 books "
"758",434.646736842105,2.79,"101-200 books "
"759",386.516592105263,0.8,"11-25 books "
"760",527.78715,-0.69,"11-25 books "
"761",496.76905,2.75,"26-100 books "
"762",367.838478947368,0.43,"11-25 books "
"763",280.986944736842,0.67,"11-25 books "
"764",413.476034210526,2.43,"0-10 books "
"765",382.162742105263,1.24,"26-100 books "
"766",282.118468421053,1.12,"101-200 books "
"767",570.452436842105,1.2,"26-100 books "
"768",458.658505263158,0.85,"11-25 books "
"769",450.537063157895,2.02,"201-500 books "
"770",635.251852631579,1.35,"0-10 books "
"771",555.304155263158,2.39,"101-200 books "
"772",621.030094736842,4.9,"26-100 books "
"773",544.829492105263,0.83,"26-100 books "
"774",424.073673684211,1.81,"26-100 books "
"775",573.887963157895,1.4,"101-200 books "
"776",505.981015789474,1.89,"101-200 books "
"777",466.697963157895,-3.17,"26-100 books "
"778",503.390010526316,2.46,"26-100 books "
"779",397.618507894737,1.3,"26-100 books "
"780",369.392257894737,2.51,"0-10 books "
"781",440.074692105263,2.78,"101-200 books "
"782",442.026144736842,1.38,"26-100 books "
"783",635.547023684211,2.44,"201-500 books "
"784",425.270786842105,3.11,"11-25 books "
"785",451.016715789474,1.54,"26-100 books "
"786",541.746542105263,2.45,"201-500 books "
"787",451.459476315789,0.66,"0-10 books "
"788",602.077302631579,2.16,"201-500 books "
"789",628.962947368421,1.53,"26-100 books "
"790",593.644278947368,2.03,"More than 500 books"
"791",327.624821052632,1.35,"0-10 books "
"792",363.201763157895,-0.6,"0-10 books "
"793",688.740247368421,2.04,"201-500 books "
"794",523.314423684211,1.95,"201-500 books "
"795",332.909292105263,0.75,"26-100 books "
"796",350.152505263158,1.64,"11-25 books "
"797",459.494842105263,3.33,"26-100 books "
"798",438.21345,2.09,"26-100 books "
"799",403.19405,1.27,"11-25 books "
"800",658.513378947368,1.87,"101-200 books "
"801",390.640852631579,-0.11,"0-10 books "
"802",547.89605,4.91,"More than 500 books"
"803",404.936407894737,1.18,"101-200 books "
"804",560.223763157895,2.15,"101-200 books "
"805",473.962573684211,-0.84,"0-10 books "
"806",653.606065789474,1.71,"101-200 books "
"807",386.401797368421,1.72,"11-25 books "
"808",510.404557894737,2.3,"201-500 books "
"809",383.585331578947,1.89,"0-10 books "
"810",397.130642105263,1.87,"101-200 books "
"811",404.247671052632,2.14,"26-100 books "
"812",556.648852631579,3.74,"26-100 books "
"813",346.352115789474,1.71,"0-10 books "
"814",321.963165789474,1.38,"26-100 books "
"815",486.519876315789,3.36,"11-25 books "
"816",451.537373684211,0.52,"101-200 books "
"817",428.620213157895,2.15,"11-25 books "
"818",586.715836842105,2.85,"201-500 books "
"819",447.761578947368,1.64,"More than 500 books"
"820",443.383126315789,2.14,"11-25 books "
"821",331.617892105263,1.6,"26-100 books "
"822",703.806536842105,1.4,"26-100 books "
"823",667.093984210526,3.27,"101-200 books "
"824",479.119960526316,2.67,"101-200 books "
"825",510.810428947368,3.2,"26-100 books "
"826",451.2012,3.2,"26-100 books "
"827",333.651342105263,0.4,"0-10 books "
"828",662.498260526316,1.64,"101-200 books "
"829",390.300592105263,0.11,"11-25 books "
"830",394.896307894737,0.92,"11-25 books "
"831",510.900610526316,3.44,"11-25 books "
"832",459.150471052632,2.46,"101-200 books "
"833",362.402331578947,1.16,"0-10 books "
"834",358.667515789474,1.28,"11-25 books "
"835",577.397278947368,1.64,"26-100 books "
"836",640.979078947368,3.2,"101-200 books "
"837",610.703013157895,3.05,"101-200 books "
"838",386.660081578947,0.98,"0-10 books "
"839",550.884705263158,2.49,"26-100 books "
"840",325.866060526316,1.11,"26-100 books "
"841",539.46712368421,2.15,"More than 500 books"
"842",553.72167368421,0.88,"0-10 books "
"843",501.1803,1.62,"11-25 books "
"844",492.628378947368,1.05,"26-100 books "
"845",464.697318421053,2.05,"26-100 books "
"846",493.788584210526,3.03,"0-10 books "
"847",547.227797368421,1.48,"26-100 books "
"848",337.517326315789,1.62,"0-10 books "
"849",449.897513157895,0.37,"26-100 books "
"850",417.563407894737,2.3,"26-100 books "
"851",355.092610526316,2.15,"0-10 books "
"852",497.031434210526,1.89,"101-200 books "
"853",484.461834210526,1.32,"26-100 books "
"854",425.635652631579,1.03,"101-200 books "
"855",433.19135,0.88,"11-25 books "
"856",355.092610526316,0.63,"26-100 books "
"857",684.952165789474,2.17,"More than 500 books"
"858",442.087639473684,1.04,"201-500 books "
"859",391.169721052632,0.45,"11-25 books "
"860",360.122907894737,0.31,"0-10 books "
"861",420.765236842105,0.92,"0-10 books "
"862",438.799689473684,0.68,"101-200 books "
"863",481.370686842105,-0.69,"0-10 books "
"864",247.886215789474,5.03,"11-25 books "
"865",356.269215789474,0.53,"201-500 books "
"866",462.208821052632,1.35,"0-10 books "
"867",671.771718421053,3.2,"More than 500 books"
"868",538.913676315789,1.89,"11-25 books "
"869",644.783584210526,1.18,"201-500 books "
"870",420.269181578947,2.85,"11-25 books "
"871",666.983281578947,3.2,"26-100 books "
"872",456.485678947368,1.41,"101-200 books "
"873",576.319065789474,2.51,"More than 500 books"
"874",422.101739473684,0.6,"0-10 books "
"875",467.886871052632,1.89,"11-25 books "
"876",417.932365789474,0.72,"0-10 books "
"877",472.482594736842,1.38,"11-25 books "
"878",460.675547368421,2.77,"11-25 books "
"879",502.693065789474,2.78,"11-25 books "
"880",386.41,1.96,"26-100 books "
"881",289.920147368421,0.31,"11-25 books "
"882",492.681676315789,2.15,"26-100 books "
"883",468.846194736842,1.64,"0-10 books "
"884",610.436526315789,2.79,"101-200 books "
"885",499.380539473684,1.34,"26-100 books "
"886",520.571747368421,1.07,"201-500 books "
"887",640.146852631579,1.88,"101-200 books "
"888",394.260871052632,1.48,"26-100 books "
"889",538.347907894737,3.93,"201-500 books "
"890",603.241615789474,2.92,"11-25 books "
"891",349.463763157895,-0.04,"11-25 books "
"892",539.229334210526,3.14,"26-100 books "
"893",519.969089473684,0.25,"26-100 books "
"894",390.476878947368,1.58,"11-25 books "
"895",380.891834210526,-0.75,"11-25 books "
"896",440.177192105263,1.2,"0-10 books "
"897",630.811892105263,5.02,"101-200 books "
"898",415.431565789474,2.15,"101-200 books "
"899",439.951710526316,2.57,"101-200 books "
"900",507.161718421053,2.15,"201-500 books "
"901",457.149826315789,2.65,"26-100 books "
"902",540.811818421053,2.72,"26-100 books "
"903",444.686828947368,2.76,"26-100 books "
"904",570.952592105263,1.81,"201-500 books "
"905",535.818410526316,3.77,"101-200 books "
"906",704.323105263158,1.4,"0-10 books "
"907",610.268442105263,0.84,"0-10 books "
"908",439.156365789474,1.35,"11-25 books "
"909",198.895134210526,-2.19,"0-10 books "
"910",594.181336842105,2.78,"101-200 books "
"911",747.226165789474,1.64,"More than 500 books"
"912",579.738181578947,1.78,"11-25 books "
"913",373.586213157895,2.43,"26-100 books "
"914",406.506581578947,1.72,"0-10 books "
"915",363.521536842105,1.28,"11-25 books "
"916",560.592726315789,1.18,"26-100 books "
"917",433.921076315789,-0.12,"11-25 books "
"918",349.738434210526,1.04,"101-200 books "
"919",427.984771052632,1.09,"26-100 books "
"920",402.607802631579,1.83,"26-100 books "
"921",625.322444736842,2.16,"More than 500 books"
"922",394.379757894737,2,"More than 500 books"
"923",572.309589473684,2.8,"26-100 books "
"924",562.658965789474,1.31,"26-100 books "
"925",551.762044736842,2.96,"201-500 books "
"926",584.059255263158,1.95,"101-200 books "
"927",330.613473684211,0.88,"0-10 books "
"928",445.383771052632,2.57,"0-10 books "
"929",632.857628947368,2.43,"101-200 books "
"930",525.864415789474,2.44,"101-200 books "
"931",433.576721052632,1.58,"11-25 books "
"932",478.939576315789,1.4,"26-100 books "
"933",456.165902631579,-0.93,"More than 500 books"
"934",391.120534210526,0.66,"11-25 books "
"935",471.051810526316,1.25,"26-100 books "
"936",321.745886842105,1.93,"11-25 books "
"937",532.850260526316,1.18,"26-100 books "
"938",500.011894736842,2.76,"201-500 books "
"939",222.037778947368,1.19,"11-25 books "
"940",663.322284210526,1.16,"101-200 books "
"941",441.407089473684,2.23,"11-25 books "
"942",588.753365789474,3.78,"201-500 books "
"943",419.752621052632,1.34,"11-25 books "
"944",482.198813157895,3.2,"201-500 books "
"945",556.562752631579,0.65,"0-10 books "
"946",365.333589473684,1.81,"0-10 books "
"947",579.221634210526,1.04,"26-100 books "
"948",437.5493,2.35,"11-25 books "
"949",610.768610526316,2.15,"101-200 books "
"950",555.841213157895,2.16,"26-100 books "
"951",558.592084210526,1.97,"26-100 books "
"952",392.07165,3.42,"201-500 books "
"953",443.28885,2.16,"0-10 books "
"954",641.114371052632,1.89,"101-200 books "
"955",438.967778947368,1.35,"0-10 books "
"956",225.190428947368,-0.38,"0-10 books "
"957",531.312884210526,1.67,"201-500 books "
"958",398.278544736842,2.16,"26-100 books "
"959",451.361092105263,2.7,"26-100 books "
"960",586.543647368421,2.92,"101-200 books "
"961",402.751292105263,1.62,"201-500 books "
"962",528.176642105263,1.58,"26-100 books "
"963",295.298910526316,2.16,"0-10 books "
"964",682.512857894737,0.93,"101-200 books "
"965",600.244747368421,1.25,"101-200 books "
"966",616.352363157895,1.91,"101-200 books "
"967",486.323076315789,3.44,"11-25 books "
"968",376.386305263158,2.05,"101-200 books "
"969",498.175242105263,1.58,"26-100 books "
"970",521.420360526316,3,"101-200 books "
"971",622.309189473684,2.05,"26-100 books "
"972",556.054392105263,2.78,"101-200 books "
"973",343.109273684211,0.23,"0-10 books "
"974",466.181405263158,2.39,"11-25 books "
"975",439.44335,1.52,"201-500 books "
"976",544.337539473684,0.97,"0-10 books "
"977",537.503381578947,1.16,"11-25 books "
"978",552.196597368421,1.39,"More than 500 books"
"979",642.188486842105,1.75,"101-200 books "
"980",566.31587368421,3.2,"More than 500 books"
"981",420.904639473684,1.55,"0-10 books "
"982",559.297228947368,3.42,"11-25 books "
"983",655.717397368421,1.89,"101-200 books "
"984",437.750181578947,0.37,"0-10 books "
"985",426.148118421053,1.75,"0-10 books "
"986",486.642863157895,2.92,"More than 500 books"
"987",606.701728947368,2.72,"More than 500 books"
"988",424.512352631579,1.46,"0-10 books "
"989",403.251447368421,0.74,"26-100 books "
"990",360.081910526316,5,"26-100 books "
"991",565.299144736842,2.23,"26-100 books "
"992",526.175994736842,2.73,"201-500 books "
"993",649.444905263158,2.16,"201-500 books "
"994",463.791294736842,0.2,"0-10 books "
"995",364.825231578947,0.83,"0-10 books "
"996",326.784384210526,1.53,"0-10 books "
"997",417.5019,1.71,"11-25 books "
"998",336.566194736842,0.82,"11-25 books "
"999",465.455763157895,2.11,"201-500 books "
"1000",568.205815789474,0.96,"26-100 books "
"1001",516.652455263158,1.26,"0-10 books "
"1002",321.147328947368,-0.1,"11-25 books "
"1003",426.4269,1.73,"0-10 books "
"1004",538.999752631579,0.38,"26-100 books "
"1005",499.741307894737,1.56,"201-500 books "
"1006",611.42455,2.45,"101-200 books "
"1007",452.394215789474,1.81,"11-25 books "
"1008",460.675534210526,2.65,"26-100 books "
"1009",420.207694736842,1.89,"11-25 books "
"1010",465.759136842105,-0.31,"26-100 books "
"1011",561.236384210526,2.44,"101-200 books "
"1012",359.175884210526,1.11,"11-25 books "
"1013",325.058423684211,-0.19,"11-25 books "
"1014",586.375568421053,2.46,"101-200 books "
"1015",623.735863157895,2.51,"26-100 books "
"1016",611.609039473684,3.42,"26-100 books "
"1017",474.163455263158,1.43,"26-100 books "
"1018",594.988968421053,4.03,"11-25 books "
"1019",395.703942105263,1.86,"0-10 books "
"1020",555.935510526316,2.28,"101-200 books "
"1021",628.307005263158,1.76,"26-100 books "
"1022",287.464431578947,2.06,"0-10 books "
"1023",624.5066,2.78,"11-25 books "
"1024",405.69895,4.9,"201-500 books "
"1025",650.494421052632,0.97,"26-100 books "
"1026",546.215181578947,2.13,"101-200 books "
"1027",300.808865789474,-0.19,"11-25 books "
"1028",346.495597368421,0.18,"0-10 books "
"1029",470.723842105263,1.54,"26-100 books "
"1030",557.927947368421,2.15,"201-500 books "
"1031",400.098818421053,3.19,"101-200 books "
